source_identifier,model,remote_files,parents,local_identifier,ark,acquisition_identifier,oclc,issn,isbn,title,alternative_title,abstract,table_of_contents,artist,date_created,date_issued,date_other,date_created_d,date_issued_d,date_other_d,publisher,utk_publisher,publication_place,utk_place_of_publication,note,extent,instrumentation,first_line,intended_audience,rights_statement,spatial,spatial_local,coordinates,temporal,call_number,bibliographic_citation,provider,intermediate_provider,repository,archival_collection,subject,keyword,form,resource_type,form_local,language,sheetmusic_hostitem,is_part_of
acwiley:288,Image,,collections:acwiley,0012_000458_000009 | cw010110 | acwiley:288 | record_spc_4954,,,,,,Pencil drawn portrait study of woman,,"Portrait study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm008085,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:446,Image,,collections:acwiley,0012_000458_000167 | cw0205182 | acwiley:446 | record_spc_4886,,,,,,Landscape sketches in charcoal,,"Landscape, charcoal",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85137260 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm005790,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:354,Image,,collections:acwiley,0012_000458_000075 | cw011076 | acwiley:354 | record_spc_4864,,,,,,Pencil figure drawing of a man,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:322,Image,,collections:acwiley,0012_000458_000043 | cw010644 | acwiley:322 | record_spc_4832,,,,,,Charcoal figure drawing of woman reclining,,"Reclining figure study, charcoal",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:447,Image,,collections:acwiley,0012_000458_000168 | cw0205183 | acwiley:447 | record_spc_4887,,,,,,Landscape sketches in charcoal,,"Landscape, charcoal",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85137260 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm005790,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:284,Image,,collections:acwiley,0012_000458_000005 | cw010105 | acwiley:284 | record_spc_4950,,,,,,Pencil drawing of animal,,"Sketch, owl",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85005283 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:350,Image,,collections:acwiley,0012_000458_000071 | cw011072 | acwiley:350 | record_spc_4860,,,,,,Pencil figure drawing of three men,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:377,Image,,collections:acwiley,0012_000458_000098 | cw0113100 | acwiley:377 | record_spc_4899,,,,,,Pencil drawn nature study of dog,,"Canine figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85005283 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:365,Image,,collections:acwiley,0012_000458_000086 | cw011187 | acwiley:365 | record_spc_4874,,,,,,Pencil figure drawing of a child,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85023533 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:420,Image,,collections:acwiley,0012_000458_000141 | cw0118148 | acwiley:420 | record_spc_4942,,,,,,Black and white ink drawn pastoral landscapes,,"Landscape, inks",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85074392 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm005790,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:387,Image,,collections:acwiley,0012_000458_000108 | cw0114112 | acwiley:387 | record_spc_4909,,,,,,Pencil drawn nature study of trees and plants,,"Landscape, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85137260 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm005790,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:280,Image,,collections:acwiley,0012_000458_000001 | cw010101 | acwiley:280 | record_spc_4946,,,,,,Pencil drawn portrait study of woman,,"Portrait study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm008085,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:328,Image,,collections:acwiley,0012_000458_000049 | cw010750 | acwiley:328 | record_spc_4838,,,,,,Pencil drawn figure drawing of woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:384,Image,,collections:acwiley,0012_000458_000105 | cw0114107 | acwiley:384 | record_spc_4906,,,,,,Pencil drawn nature study of trees,,"Landscape, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85137260 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm005790,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:438,Image,,collections:acwiley,0012_000458_000159 | cw0202172 | acwiley:438 | record_spc_4980,,,,,,Yearbook illustrations in ink: class and year drawings,,"Illustration, inks",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,Tennessee,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85149058 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:406,Image,,collections:acwiley,0012_000458_000127 | cw0118133 | acwiley:406 | record_spc_4928,,,,,,Black and white ink drawing of interior still life,,"Still life, inks",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85128119 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm010156,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:453,Image,,collections:acwiley,0012_000458_000174 | cw0206186a | acwiley:453 | record_spc_4893,,,,,,Figure sketch in charcoal,,"Group figure study, charcoal",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:390,Image,,collections:acwiley,0012_000458_000111 | cw0115115 | acwiley:390 | record_spc_4912,,,,,,Pencil drawn pastoral landscape,,"Landscape, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85074392 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm005790,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:403,Image,,collections:acwiley,0012_000458_000124 | cw0118130 | acwiley:403 | record_spc_4925,,,,,,Color ink drawing of still life,,"Still life, pastels",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:376,Image,,collections:acwiley,0012_000458_000097 | cw011299 | acwiley:376 | record_spc_4885,,,,,,Pencil figure drawing of two or more individuals,,"Group figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:337,Image,,collections:acwiley,0012_000458_000058 | cw010859 | acwiley:337 | record_spc_4847,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:286,Image,,collections:acwiley,0012_000458_000007 | cw010107 | acwiley:286 | record_spc_4952,,,,,,Charcoal drawn portrait study of woman,,"Portrait study, charcoal",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm008085,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:419,Image,,collections:acwiley,0012_000458_000140 | cw0118147 | acwiley:419 | record_spc_4941,,,,,,Pencil drawn face of woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:443,Image,,collections:acwiley,0012_000458_000164 | cw0203177 | acwiley:443 | record_spc_4985,,,,,,Yearbook illustrations in ink: clubs,,"Illustration, inks",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,Tennessee,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85149058 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:353,Image,,collections:acwiley,0012_000458_000074 | cw011075 | acwiley:353 | record_spc_4863,,,,,,Pencil figure drawing of a man,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:307,Image,,collections:acwiley,0012_000458_000028 | cw010440 | acwiley:307 | record_spc_4817,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:287,Image,,collections:acwiley,0012_000458_000008 | cw010109 | acwiley:287 | record_spc_4953,,,,,,Pencil drawn portrait study of woman,,"Portrait study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm008085,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:437,Image,,collections:acwiley,0012_000458_000158 | cw0202171 | acwiley:437 | record_spc_4979,,,,,,Yearbook illustrations in ink: class and year drawings,,"Illustration, inks",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,Tennessee,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85149058 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:404,Image,,collections:acwiley,0012_000458_000125 | cw0118131 | acwiley:404 | record_spc_4926,,,,,,Color ink drawing of woman,,"Sketch, inks",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:348,Image,,collections:acwiley,0012_000458_000069 | cw011070 | acwiley:348 | record_spc_4858,,,,,,Pencil figure drawing of a man,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:363,Image,,collections:acwiley,0012_000458_000084 | cw011185 | acwiley:363 | record_spc_4872,,,,,,Pencil figure drawing of a child,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85023533 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:405,Image,,collections:acwiley,0012_000458_000126 | cw0118132 | acwiley:405 | record_spc_4927,,,,,,Black and white ink drawing of tree,,"Landscape, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85137260 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm005790,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:371,Image,,collections:acwiley,0012_000458_000092 | cw011293 | acwiley:371 | record_spc_4880,,,,,,Pencil figure drawing of two or more individuals,,"Group figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:336,Image,,collections:acwiley,0012_000458_000057 | cw010858 | acwiley:336 | record_spc_4846,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
